content,score
Visually appealing.,3
I don't rent apps. I will pay a price to use it but Walmart doesn't charge by the month or year for pants. Yes I would prefer ads.,3
"I didn't have high expectations when I downloaded the app, especially based on this lame app icon (sorry but it's true). I really liked the functionality, I hope there will be more customization in terms of fonts, background colors, text colors, category colors, categories shown as a vertical or horizontal lists or general view - the app would be amazing. Also I would be willing to pay for this app when it's more customizable but ONLY a flat rate, I'm sick of subscriptions! The feel so forced!",3
"This app is overall satisfying, however, recently, I am facing a problem...the alarm won't ring though it's scheduled...I would kindly appreciate if you would please look into the matter.",3
"1. Struggling to find where to change the alarm tone? Both system and app config been modified yet the same strange tone remained. 2. Anywhere to change preferred language? （Thanks Steve, that's exactly what I did, changed every tone/sound related item in the app setting, as I said, it did not work, probably it works for others, or it's the Oppo reno mobile issue)",3
This app is really good for its format styles compared to other apps. But I'm not getting the alarm reminders which i Keep . Why is it so?,3
"I have been researching for a while a new to-do list that would replace my Wunderlist. I finally thought I found one, this felt perfect. It was user-friendly, colorful, allowed for notifications, reminders, etc. My biggest problem is that I can't share my lists with my hubby. I mainly use this for personal use, so I can totally understand that it would only allow for a certain # of people to share with, but... unfortunately no sharing at all. I am back on the hunt : (",3
Good,3
Needs to be able to add pictures,3
Task formation format is good.But the alarm doesn't work at all.kindly guide me.I have tried a lot but nothing happened with alarm,3
I'm find this app useful but I'm trying to use it on my desktop? Currently it is not possible. I will adjust this rating once i can,3
"Simple to do list. It's ok, but you can't even edit tasks after you add them.",3
Good app overall:) 2 Questions. 1st - Is it possible to change the checkoff color to anything else then yellow? (Why would it not be green by default??) 2nd - Why is it not possible to check off the subtasks within the widget?,3
"1. Since last update, going from one Sub list to another has become ""jumpy""; it seems to get stuck for a second half way through. 2. When new tasks are added to a sub list, they don't get the 6 dots on the right unless I sort. 3. Cannot select more than one task to delete in one motion. Yes, know I can swipe them, but that has proven not practical for me; call me error-prone, if you must. 4. There is no Feedback function. I imagine there is one hidden somewhere. Why?",3
"Quite good app, but recurring tasks which is a basic function doesn't work correctly, thus making the app useless. Even though I impremented all the instructions for Huawei still issue is there.",3
I just switched from Wunderlist. Why cant I share my list with my family to add or delete from?,3
"overall its a very good app, does the job, great user interface. however facing issues sometimes when tasks marked completed on widgets are again showed as pending.",3
Keeps organized but there shouldn't be subs when making a new task,3
I want to be able to set so that the week starts from Sunday. Highly inconvenient for I frequently set the reminder wrongly. A day behind. Please upgrade so that the week start from Sunday.,3
Good. Would like for completed tasks to automatically move to the bottom,3
"why do not work reminders repeated monthly at all? one-time yes, repeated no. what is wrong?",3
This is by far the best and complete Todo list app i have come across so far... However the notification and alarm feature doesn't work... Would have gotten a 5 star from me if that had worked. Thank you.,3
"App is good, have lot of features, but I would suggest one basic thing that needs to be changed. In ""Tasks"" app the menu can be reached by pressing the title icon. Also to change the list we have to press the icon on top left corner of widget. It is different (and little disturbing) from normal process we are following since many years. Please try to change the menu button on widget to the top left icon. Thanks",3
Good,3
Good. But repeat mode is not working properly. I am looking for some other app,3
It's got a steep learning curve. And I don't think it's got good Documentation & help [FAQs].,3
"Is it true that non-premium version soon will loose any way for backup/restore or transfer to another phone? If not true: Please point to me what is the backup/restore way that stays in app in the future. Thanks a lot!. If true: That is really bad news - backup is a basic necessity, so non-premium version will become practically useless on the long term. In addition, premium costs twice as much for a single year than, let's say OsmAnd+ for eternity. And that is a much more complex app + the free version is completely usable within reasonable limits. Tasks is a really nice app (except that swichingt between sublists/lists is unreasonably slow) with some unique and essential features. But this wracks it, it will drive me away. Possibly others too. Not a fair move to reduce base functionality like that. RESPONSE TO STEVEN NOTTAGE'S RESPONSE: That is fair enough, except for one important detail: all the people using your free app are now forced to decide - if they want to have a meaningful app - to pay or search for another app. Premium app should only add features and not restrict free app's capabilities. If you add worthwhile features with a fair pricing, people will buy it. Lots of people spent time to set up their tasking system because the app had the right properties for them, now it looks like they were lured into using the app and then forcing them to pay. I payed for a number of apps (all cheaper than yours btw.), and actually my plan was to pay/donate as soon as the slowness of switching between task lists disappear, because I thought the app is really useful and it deserves support. This change is different. I do not mean you should not ask for payment for cloud backup etc., just that you should not remove the free local backup (or any other feature). Or that you should have omitted it from the free version from the start. Best wishes! RESPONSE TO STEVEN NOTTAGE'S SECOND RESPONSE: Actually you can clearly see from my review that I do not want everything for free. My problem is different. If we could not understand each other so far, perhaps it's not worth trying any more. So I won't comment on the rest of your answer. All the best!",3
"It was fine until I found that to use features like syncing or transferring lists from an older app I had to upgrade to and pay for ""Premium."" Felt like bait and switch.",3
Needs a lot more sophistication,3
"Haven't used it a lot yet, but enjoying the simple way to add tasks",3
Suddenly stopped giving audio reminders. Tried everything including re-installing and turning on all notifications. Uninstalled.,3
More hierarchy on task options?,3
"How soon until the list sharing is available? If soon, you have just earned a small business customer.",3
edited review,3
It was ok,3
Got it for he to know do of do not do me to my do do an do gone by hi do you do of do is well your name is on the list for the next few days and I will be there at the same time I don't have a whole lot of time to get the kids to the gum Wall Street journal and send it to you when I get home I will send you the link to the video of the puzzle in my room you have for me to get the kids to the gum Wall Street journal and send it to you when I get home I will send you the link to the video of 🤩🤩,3
"This app would do better with a calculator tat adds& subtracts shopping List columns with$totals. Also tabs/swipes for delete/retrieve.⁦👍🏾⁩⁦👍🏼⁩UPDATE--2/16/20. 1.You can't edit[actual item]on a list,like change It's name. 2.AND you CAN'T See*or do a running sub total -add or subtract price totals.What good is a list tat when u put the price of a item your Task list can't be more helpful when creating a cost grocery list or whatever,like[hardware store]items list!!! So I deleted",3
"very nice app, but there are a few bugs with the widget not really updating to the correct data e.g. - if you put the widget on home screen, change the name of the tasks list, it doesn't update",3
I really like it. But there's one or two thing's that need to be addit. I Personally use it to make a list of book that planning to buy and read this year i know there's other apps for this but love the check list style but i don't like how it get deleted after 30 day at most it will be great if there is Option for never delete Plus adding a imagine option will be nice like wallpaper behind the task name,3
"Absolutely love this app and have been using it for months. Different lists in different screens via the widget. Unfortunately the widgets have become unresponsive and now I'm looking for a new app. Will this be fixed ? Using Huawei p20 pro mate for reference Edit: I have reinstalled the app, taken the app off battery saver mode. When I reinstalled it is still the same, clicking on the widget does nothing, can't add tasks at all!",3
"Tasks helps me stay organized but I still want some option to be in it like if I want to copy a task from a list to another I should duplicate it in the the same list and then move it to the other list . I wish if I can directly duplicate it but not in the same list , instead in another list directly. But in general Tasks is a very helpful app for organizing our life.",3
Useful easy to use and fulfil my needs But i still didn't experience it's use in sharing or groups,3
"It's a good app, but I wish it would allow multiple users to see each others task list and to send task to each other.",3
"I loooove this app! But, I have a Note 10+ & it was destroying my battery. I had to uninstall it😭",3
I do have a few problems but the app is fairly easy and I can keep up with everything quite well,3
"Decent app, but not worthy of monthly fees. What happened to 1x Pro licenses?",3
"I've only had this app for about a week but so far so good. No ads (as yet), very easy to use.",3
"I wish it had a widget, but I love it otherwise.",3
"Minimum 3 stars, no real problems so far. Nothing to compare it to but its bright and keeping me organized.",3
I was hoping for similar to notes app on iPhone. Not even close. But I prob don't know how to use it,3
"It is good to organise the tasks. The only. Problem is,i am not able to get reminders. I am setting the reminder but it is but showing",3
I actually loooooove the app and use it to organise my life but it has now stopped updating as a widget. If I make changes to my lists on the app it will not change on the widget?,3
"Seems good so far. I might rate it higher after using it for longer but the annoying pop up messages forced me to either say I didn't like it or rate it now... EDIT: to reply to the response. There was only the option to review now or say I didn't like it. I would have picked review later if that was there. EDIT 2: Thanks for taking my suggestion on board, I will update this review and rating once I have used the app more 👍",3
Good,3
Great app,3
Those dots on the right of each item are gone. How do you reorder your to do items now?,3
I just started using it. So I'm not sure how good it is yet. I do really wish you could do bullet points like: * - - That you could check off. It would be much easier in some cases than a separate sub list. & That is currently what I need 😪.,3
easy to use,3
"Just started hence neutral stars. I was going to write to the devs but I see you reply here. Open is good. I don't know what a filtered list is. That is my only confusion so far. I was interested in premium but put off by the monthly fee rather than a single license. Meanwhile I was playing with the idea of selling each premium feature separately. That would give you information about what your users want - especially after you add computer support. Feed the wolf you want, Linux 1st.",3
"Good BUT... STILL does not handle repeat events such as Daylight Savings Time change (i.e. setting a reminder for the second Sunday of March each year to change clocks that don't adjust automatically). Does not handle ""last day of the month"" reminders well. Also, the list should display an icon by repeating tasks. Backup options are very limited, does not handle integration with e.g. Dropbox. Otherwise it would be perfect for my needs.",3
Good,3
Rather new to the app to rate it higher than a 3 at this time. But I like the results it is helping me to achieve. I expect improved time management as I get the app's feature set up to serve me best. I sense I may rate it higher as I experience it benefits more. I do like using it better then Wunderlist.,3
Gets a on the phone list of things to do done,3
"Really pretty good app; but two problems! 1. Sometimes repeat weekly reminders don't work at all, especially if you haven't ticked it the previous week! 2. Please allow multiple reminders for one event! Thanks, it's really promising and useful otherwise!",3
"Used it twice, so far so good",3
It doesn't reset or set you reminders but it helps,3
Amazing and helpful,3
It it good but I couldn't do simple lists. They would be in one big catagory then in a sub list and it just wasn't the format I wanted,3
"Does it not have feature to set reminder daily, weekly, monthly and yearly?",3
As I am a regular user of this app...This app needs some update like the calendar based listing method. People will go to date and list the task...Another problem is so many color for list. It's annoying... Who don't like colors they can select one color for every task list... That is all...🙂🙂🙂,3
"I liked a lot about this app, but unfortunately, there is no feature to repeat tasks (hourly, daily, weekly, etc), which is kinda vital for me. Without it, I can't recommend this app. Much as I hate Todoist's subscription model, they seem to be the leader as of right now.",3
Unable to download,3
"Its not a bad app at all, but it could be better. If you could keep track of how often you complete a task that would be better. Like if you checked off every time you shampooed your hair it would be nice to keep track so you can change how much you shampoo if needed. Also i feel like having a bar at the top to switch between lists makes more sense than the way it is now. You should still give it a try if you need something like this because you might like it better than i did.",3
I used to love this app but since my phone updated it no longer works. I recently uninstalled and re installed I hope it works or I'll have to find something new 🙁,3
"Very good app but something lacl There is options default task set today, Tommorow etc, one more problem when we ADD task in any list it automatically saved in other. Other when we add task any date it demand time necessary it shoud be Optinal",3
"I love the app, but you cannot add file to your task or schedule, this lack of ability to add file on such good app make it incomplete, I could have rated it 5",3
Excellent app,3
Expecting better. Need alarm facilty to remind me in advance.,3
Sufficient for my needs simple to use,3
"The app is helpful and has nice features. I would give 5 stars but you apparently you are not able to transfer your lists to another device, unless you have exactly the same version. I had to create all my lists from scratch.",3
Easy to use and keep my tasks in check. Love that I can have different sub tasks for different projects though i wish they could vbe color coded so as to differentiate them,3
"Seems laggy moving between lists and tabs after the latest update. No way to delete a parent list without manually deleting all sublists first? Edit: I see the delete option for subtasks, but how do you delete sublists and parent lists? (I understand it's a hobby project, and I appreciate that. Just making sure I'm not missing something.)",3
Looks good. But doesn't have web version. Would be 5 stars if I was rating author's dedication. Functionality wise can't give more than 3. The app is inferior to Any.do or microsofts todo,3
Lower rating until I use it more -just started,3
I have not been using app for very long. Therefore the 3 star rating. After some use I will return to rate again.,3
Enjoying the app.,3
It was good now alatm sound of tasks is full but sound is low only this app i have seperate alarm volume and its full,3
I just downloaded& installed this app. I was in search of an app that allows me to insert date and time stamp. Preferably using a button on the screen. This way I can time stamp different sections in my notes and activities. however I didn't find that feature. would love to see that in this app as it needs quite a few of my requirements.,3
"This app doesnt require your firstborn in order to function as similar apps do. The Quick post function is great. However, unlike other similar apps, this doesnt have a widget feature to show what the upcoming daily task is on the screen. So for me, that is really unfortunate. If this changes, I will gladly give this a perfect rating.",3
Nice but am looking for something that can synchronize with Google Tasks,3
"Sound now works but when I have the phone's Do Not Disturb feature on my wake up alarm task notifies but no sound. I have it set to ignore Do Not Disturb and have it set to alarm. My other alarm app does sound off during this time but not as reliable as Task, so it's not my phone causing no sound issue, what else could it be Stephen? You get it working and you get 4 stars, restore still does not work, gave up on that.",3
Good app for task but should be linked with reminders.,3
I found this app difficult to use. That's just my personal opinion. I uninstalled it and got a different one that is easier to use.,3
Helps me stay organized..,3
"I personally would like to add to this app, if I had a chance is change how the entires were set up. You had to make up the name. But it would make it better if it had a date and name. To me it feels like something you can do on a piece of paper. Add more cool features that you can't find anywhere else.",3
How to view the App on laptop? just like Wunderlist,3
"I have to uninstalled this app on my phone soon i open the apps and trying to make things to do list.. it worked fine just i have trypophobia and those small circles/dot just freaking me out... edit, the small circles/dots that i mean here is when i click new list next we fill the LIST NAME and it appears with small circles/dots in color for me who's having this kind of phobia that kind of design is just scary.. aside of that your apps seems to be simple and easy to use.",3
"Сильно не хватает возможности поделиться списком, например покупок, с семей",3
I couldn't find a way to link to Google Tasks. That is my first priority so I have data backup and desktop list edits.,3
No white space between tasks. No line between tasks. Checkboxes are in the middle of an item. One big block of text instead of neat list of tasks. Just impossible to see where each task starts.,3
"it's listing the same tasks after some time even after its checked and completed, in short it's listing the status of tasks",3
Great app but tried backing up and restoring for a new phone and got a version mismatch error with no option to convert it. No mention of this beforr backing up. Disappointing.,3
Nice app but doesn't really have what I'm looking for.,3
"sub tasks should be possible to leave unticked - for instance I might have put the bins out, but not replaced bin bags. on your apo, if I tick the main task, it assumes I have done the sub task.",3
awesome,3
"Its not easily understood and it does not notify if you are setting a task that the due date or due time is past. I might want to set 16:00hrm task tomorrow at 18:00hrm today, it will still set the task and will think I have set a task. Meanwhile the date is today",3
Not for me.,3
still testing,3
Still exploring the app but so far so good,3
Nice app but UX can be improved.,3
"Problem: When my Samsung Galaxy Note 10 does a system update, upon restart of the phone my Tasks with past due alarm settings (set for various times other that of the restart) start going off one after another. Strange! Still super helpful! Used at Easter for tasks to do days before (shop for turkey to thaw in time) & day of. Sublists worked great to set up each day separately under the same list. Suggestion: Allow sharing my list to WITHIN the app of another person who also has this app.",4
New to app but so far it is meeting my need,4
"As author said, check your battery settings to get notifications every time. Nice app to get notified when required",4
Great to be able to set reminders for tasks. Will recommend,4
Simple to use and useful app,4
"It's amazing but the premium is annoying but I guess it's fair due to the fact that the app is free even though you programmed it, I am very grateful",4
easy and does what it says. a bit of improvement can help but nonetheless a great app,4
"Excellent app in all ways...one thing that I could suggest is that we can add things in-between instead of the new items always going to the top or bottom...(other apps have this feature) ,but I would definitely recommend this...it even let's you color code what is important :) Thank you. :) Great app. :)",4
Great app. The subtasks feature really helps me feel I've achieved something when I can tick off a small part of a bigger job.,4
Great app!,4
Cool,4
"Beautiful app but not worth paying the subscription. Their web sync feature, only available for premium memebrs, is even worse than a free version of Todoist.",4
Easy to use and does the job in an easy user friendly format.,4
"Does almost everything i need. I have tasks that occur on the 2nd Sunday, 3rd Thursday, etc of each month. Can't figure out how to set the repeat for that.",4
"I just down loaded the app and figuring out out... So far so good. BUT.... 😊 When I open the app, I would like to see All my lists come up vs having to go to the top corner to pull them up. Did I miss a ""how to"" somewhere where this is possible? """,4
"I rarely rate apps, but this one is awesome. I use it all the time, for anything. If I may give feedback for improvement, I'd say it could use more useful widgets such as a calendar (Tasks' calendar is visible only when opening the app and as I note everything here I would appreciate a widget for me to see everything at a glance without opening the app) and I would like to be able to choose a List and it's sublist tabs to display as a widget rather than the sublist only. Keep up working! ~~",4
Nice app,4
Simple Way To Keep/Track Notes,4
Easy to use.,4
"I love this app and I plan to get premium, but I am waiting for list sharing. I will also update to 5 stars then! I just hope that you can share via copy/paste, as in it generates a list separated by commas and/or new lines so I can easily text it, that would be fantastic.",4
Good so far for basic list. Finding it hard to work out what else it can do.,4
"Great app, simple and elegant",4
"Application is beautiful, you can find the most common features of tasks , todo list include repeat task, notification , alarm , subtasks, real I like it after try more than 4 or 5 apps but I have some improvement wish to take in consideration. App design is not reach it can be more awesome or using material design , Second integration with online web view or Sync with google account to view/edit my tasks from browser (May be it's paid) if that at least open view for tasks for normal users, Thanks and keep the good progress :)",4
Very nice and clean. love the app,4
Quick and easy to use. Really helps me stay organized.,4
"It's a bit confusing for some people, can you make it easier for older people.",4
"So far, exactly what i needed and some. I havent used ut to its full potential but so far its more than enough!",4
"Works well, No behind hidden pay wall",4
App is good .. but it should offer features of grouping items day wise,4
Simple and effective (and I'm tech-challenged).,4
Love it but I just wish I could see all my lists at once in the widget,4
I like the app alot but there is one problem when i set the reminder as a alarm it doesn't ring on time and before this app was nice it's just that problem and now it doesn't ring on time and i missed a meeting because it rang late but anyway this app is nice.,4
The completed task button is hard to tap on phones with curved screen edges because it's too far too the outside. Moving it in a bit would make it perfect.,4
"amazing app! the fact that they provide so much flexibility on using subtasks is beyond my expectations. however,it lacks of personally the most important part of a task app; widget. dont get me wrong, i know there's the option for it, but everytime i try to put more than one, it kept showing the same task (i had a lot of tasks to put on my screen, so it was somewhat frustrating that i have to open the app to see the list). i hope they can add option to choose the task we want to display thx",4
I wish you could develop a voice reminder. Otherwise it's helpful.,4
Good program. Lacking a few options like multiple alerts.,4
"I love this ""notes"" app! The one thing missing is being able to attach picture files to a note. I would love if that could be added!",4
I like this app it so useful,4
Keeping me on top of stuff! Love the colors!,4
"Very good, a big step up from the Reminders app. Not perfect, some of the wording can bd confusing, but still a great app, and one that I think will be very useful. Plus, the widget is the best I've seen.",4
Very helpful once you get used to the menu's.,4
Good,4
"I like it, easy backup and simple clean interface.",4
Still finding new things i like! But i do wish i could add photos to some lists. A widget for one list would also be awesome!!!!!,4
"This app is fantastic!! It's simple, but extremely deep, allowing you to add quick tasks in an instant, but also categorize (and sub-categorize), customize, prioritize, and organize all your tasks in almost any way you want. You can set notifications, reminders, etc. I really love the filtered lists (eg. only high priority tasks due in 7 days or less), and subtasks are awesome! It would be nice to be able to have individual due dates for subtasks and the recurring tasks process is a wee clunky..",4
Good for shopping list,4
"This is a great app, really helps me get those to do's done.",4
It's a nice good looking app with one downside; you can create only 1 level of subtasks...,4
Enjoying using it. Still finding my way but all good so far,4
I like it up to now ☺,4
Useful. Only thing is need to put too many titles! 😁,4
"It's so easy to use, and so convenient to use.",4
"Has advanced features, and a simple interface.",4
"It's really easy to understand. I use it a lot. But somehow, I don't get a notification, for when a task is due.",4
It's great but I felt like it need a calender so you can see your to do list's you've made over the year so I suggest makeing a new version that has this on it so it will be much better if it had it I mean that's just my opinion on I but it's a great app if you just want to write your to do list and get it all over with and check of the biiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiigggggggggggggggggggggggggggggg gggggggggggggggggggggggggggggg check lists you need to tick of.,4
Great app. But it doesn't remind me or send notifications,4
"This is one of my fave tool specially as a student, I like things being organized and neat so this app is a really great one!!! 💜",4
"Great app! Still waiting for a multi select option, but I know things take time. Its very similar to Wunderlist, which i loved. Hopefully it will make a great replacement.",4
Useful app for organizing. Possible to copy lists and move done tasks to other lists. Tasks can have subtasks.,4
It helps me remember.,4
"Very handy to keep track of my grocery lists, etc. Also, I can send lists to other apps, like messenger.",4
Love this app,4
Great for making my lists!,4
Nice and simple for my needs,4
Excellent app. This helps me be productive. Organise my daily task.,4
"Been brilliant for ages, now it crashes /freezes constantly. Looking for an alternative, sadly.",4
It is the best to do list app I ever used but there is some fault in the reminder . I added a task and set it to repeat daily but the reminder just reminds me on 1st day and then reminder stopped by itself.,4
Very helpful specially now that we need to keep a tight schedule for school and work,4
It's quite a useful app. I find it also easy to use.,4
"So far, very easy and intuitive to use!",4
Good app. Easy input and navigation.,4
Very good app,4
Preety good,4
Excellent resource for busy day,4
Very easy to use,4
Its exactly what I needed..... I am satisfied 😎 For 5 🌟 rating : It should have a feature with which I can analyse my throughout productivity.,4
"It's really a big pity that the app does not have badge icons.🙄 Otherwise it would be perfect, especially the custom recurring date option, which is a rarity. I give four stars though - as the app is really cool. Ps. Badge icons are the little red dots with numbers in them on the top right part of app icons/widgets showing missed calls, unread messages/mails, upcoming/due tasks etc.",4
"I really love this app, but it's not perfect. Here's my thoughts: Pros: - Allows you to make reminders either a push notification OR AN ALARM. This is VERY hard to find in a reminder app. - Highly flexible and customizable, allowing you to set priority, add sub-tasks, custom snooze lengths, etc. Cons: - Not a super clean interface. - Not always an intuitive interface. - The widget often gets behind. Overall, great for someone looking for a very flexible app, but not for a minimalist.",4
Very organised reminder,4
"Very helpful, enjoying it",4
I've been using this for a week now. I have found it to be a simple to use yet a valuable tool. Really recommend this app.,4
It's a great app. Giving it 4 star because I would like to see an option of dividing tasks into 2 sections based on completed or not. The app currently only has the option of marking as correct and striking through. Superb FREE app otherwise!!!,4
I only needed a way to make a to do list that I can check off. Tasks to do does this. It has many other features that I have not looked into or needed to use.,4
"The reminders are very helpful, the notification method works for me.",4
"So far, this app has been helpful and fairly easy to use.",4
Work exactly as promised!,4
"Love it, helps me keep my days on track!",4
"Looks good but no sound ,why?",4
Simple to use and pretty effective. Glad it has no ads and it is easy to make categories and sub catagories,4
"It has many features. Still getting used to it. So far, so good.",4
"Love this app, very helpful.",4
After a week of use it's almost perfect. A couple features aren't intuitive but I think I've figured it out. I love the widgets! Editing right from my home screen is SO great. 4/5 stars because there's no reoccurring task option and I can't figure out how to hide completed tasks. Thanks for a really fantastic & option rich app!! ❤️,4
Good,4
Useful and easy to use.,4
Nice and simple to use,4
"This app is perfect for my needs but there is one issue that I just noticed on repeated tasks. Once you hit complete the task, it will not add automaticly the next task. You have to check and then uncheck the task in order to show the next repeated task. Otherwise if you leave the task checked, it will not remind you for the next repeated task.",4
Easy to use,4
Simple app that meets my expectations,4
Its helpful,4
"Dev use case It would be nice if you could order your list by multiple options. Ex: Order first by date due, and then by priority.",4
"This app is very good. You can make a list of any activity which you do and keep yourself updated. Only concern i can see.. whenever we entered any task, open date should come.. and when we finish task finish date should come. Also if we want to delete any Task list, than app doesn't allow us for do that.",4
Easy to use,4
Great app. Helps in daily task setting and monitoring,4
Would be 5 stars if there were a setting to automatically return to home screen when creating a task via the widget,4
"So far so good,it works just fine!",4
"Simple, user friendly and very effective.",4
Been great!,4
It ticks what I need,4
"I love this app! I love the option for different colors for tasks. I originally got it because it was the only app that allowed me to do what I wanted to do for making grocery lists, but now I use it for every. The only feature I feel is missing right now is the option to add files to a task. Or subtask.",4
"Simple, reliable and syncing with Google calendar. Love it so much.",4
"It is very useful in Grocery shopping! And for a daily routine! I recommend you getting it, especially if you are a busy person!",4
"Good organizational app. Could use more tutorial guidance, but most things can be figured out. Would recommend.",4
"Works good, I wish I could voice command to add a note",4
The app is super easy to use and the due date function is a great help to not procrastinate,4
Really useful app! It does the job well. I like the customisation of colours and stuff. I wish there was a homepage where you can see all your lists like a bulletin board and more aesthetic customisation would be nice. Without making it too cluttered ofc. Just my 2 cents opinion.,4
Best one I 've used to date,4
Nice,4
"With ADHD, ive been having a hard time organizing my time, and this helps considerably. Thank you!",4
"Great app for writing down things you need to do and stay organized. Love how I can put the widget on the home screen and use it from there. Also like how I can color code each list and shows when they were created and completed. Good thinking. Dont think I can back up my info/tasks to save for later, but it's a pretty great useful app.",4
"This app is so useful for me during lockdown, covid19. As iam able to complete my school work and also other impt task ,so thanks a lot but, I suggest you to please make sure that time which is given us , is for both start-stop the work so that one can know his or her time allocation for the work , although this app is literally so nice 👍😊",4
"After you figure out how to best organize yourself, it's extremely satisfying to check off items from your lists. The only thing I do not like us that you can't simply delete lists.",4
Nice user experience. Would be helpful if able to sync with Gmail account,4
Great 👌 easy to use on n Samsung Galaxy note.,4
Pretty good app! Will recommend over others.,4
It's a good application to keep you on track,4
"Thanks for your quick correspondence. I understand how the application's progress is limited due to resources, and hope that this will improve for all involved with time. I know times are tough for many worldwide, which means funding, now more than before, is harder to come by. All the best. Cheers.",4
"So far so good, app is really fun to use and easy to add tasks on the fly",4
"Great app but there is still for improvment until reaches the standards of the beloved Wunderlist. Edit as answer: there is nothing wrong with the app, but once one could use Wunderlist, well, that is a 5 stars. Hard to reach it. The most important thing is well out of reach for a personal project: the web interface and the multiplatform concept. Certainly other details, but as you know Wunderlist is deceased so I can't go back and make a side by side comparison. Note that I don't do the silly thing of rate what I don't like with 1 and what I like with 5. Between 1 and 5 there is the 2,3 and 4 and they should be used. A four is a very good rate. A 5 is for something which is truly unbeatable, unique, the best.",4
Good way for organizing tasks,4
Very easy to use once you understand the difference between the list name and the actual task name. You place various tasks into whatever lists you create.,4
Good for a shopping list,4
If you like a simple app to get the job done...this is it.,4
Super,4
I could not find a save button. I had problem adding a task then adding a sub task. One this was sorted I have managed to have tasks and sub tasks. Would like to be able to sort list alphabetically.,4
Good,4
"I could use this application to categorize my short and long terms goals. I appreciate that, Thanks.",4
"everything is good but sometimes i dont get notifications, the other lists do but one doesn't",4
Great app. Easy to use and very useful. My only wish is that it interacted with Google assistant so that I could add tasks with voice. I drive alot and I tend to think of things to add.,4
"Works well. My big complaint is that for repeated items, the date does not update after you mark it completed. I have tasks that are meant to be done every 3 days that still say due May 14th Even after marking them complete. Fix this and I will give 5 stars. LG V40 thinQ",4
Keeps me on track.,4
Really helpful app. But it would be great if you guys add lock feature for individual entry. And make the backup feature in such a way so that if i uninstall and then install it again i require a pin to unlock the locked entry. Also if possible add the pin on notification option.,4
"Of all the check list apps I've tried out, this one is the best organized, and it's customizable without being overly complicated.",4
"When I buy a product on the list and touch the item that I bought, I simply wish to see a line through it, and it is that deleted item along with all other deleted items that I wish to keep forever so that when time comes again, I can touch the deleted item and simply remove the line strikethrough as an item to purchase again, so it is the deleted items I wish to keep forever.",4
I wish i can use hand writing,4
"Nice organizational app with lots of lists. I do wish it would save a task when you add it to a list rather than when you hit the button to save the whole list, I've lost some lists I wrote because I pressed back instead of save by accident. In general love the app though.",4
Helpful and easy to use. Really good app for students or people who struggle with remembering tasks they have to get done.,4
Big help as I always have mobile phone with me,4
I like that I can make different lists and sublists of tasks and it's easy to move something from one list to another or cross something off. The one thing it's missing is that if I have a list called Today and one called Tomorrow it doesn't automatically change where the tasks are. Like if I have a task on Today and don't get to do it I'd love for it to show up in my Tomorrow list tomorrow. Otherwise it's easy to use and I also love that there is a place to put notes for each task item.,4
It does what it says rather nicely. Advanced reminders are nice. Easy to use.,4
Very helpful in organizing my life,4
Very helpful when it comes to organizing,4
"Really helps to know when tasks are completed. It would be a solid 5 if, when you shared say with google drive, that the Completed DATES would transcribe in the transfer. Major reason for chosing this app was knowing when something was accomplished. Otherwise a great piece of software. Very functional in task management.",4
"This has everything I'm looking for from a UI perspective except one key thing: the ability to invite someone else to add/complete list items with you. It's the function Wunderlist fulfilled for us and I've been looking for a replacement ever since they were bought by MS. Add it, and it will be the dream list app I want!",4
This is a really cool app to plan your day through out...super colourful..but I found something bad....that is the remainders are not working properly.. please work on it.. otherwise it it super cool... EDIT : Thanks for your reply sir....I have tried all the ways to make it work but still it is not working..,4
"Very easy to use, good",4
"Amazing app, only wish that when you search it would also look in sub task. Also would like Tags for both task and sub taks",4
So far so good! Great app!,4
Amazing app,4
Easy to handle.,4
i think its over all a good app!,4
So far so good I like the simple clean layout and I purchased the premium so loving being able to jot down on either device would love a grocery list but I'll figure it out as I go,4
It helps me complete the task I wanted to do. It also reminds me on what to do if I ever forgot something. 👍👌,4
good app . if you could add priority input at quick add level it would be wonderful or else . if multitask could be added priority ar 1 go would be good,4
Easy to use. Perfect need to make a to do list,4
Simple and very helpful,4
"Best Todo list I've tried so far,think I'll keep this one",4
"Using it for the past week. So far, it's great.",4
Works perfectly. Helping heaps to manage my day.,4
"This application is worth INSTALLING. It REALLY helps you to remain ORGANISED without any stress. Humble Suggestion: It would have been more convenient, if you had provided 2-3 reminders possible WITHOUT MANDATORY SNOOZE. To understand this concept very clearly, you are REQUESTED to study SnPlan application. All the best.",4
Really excellent for keeping track of daily routines or one time events far off. I would appreciate some options on when daily tasks reset and that the task would reset the next day if I missed it but these are small complaints. This has really improved my quality of life.,4
"I love this app so much. This is the app that I search for a long time. BUT, the widget sometimes error. It show the tasks that already checked being unchecked. When I clicked it, the app just show white screen or freezing. After several minutes, it became normal again. Even though it will be normal again, of course that's so annoying! When I'm in rush to create task, the freeze often makes me forget about the things that I want to write. Please, fix this! Thank you.",4
"So far I love the app. It allows you to have multiple lists. I like the different colour options for each list. The sub task section is useful, especially since you can see it under the main task.",4
"Good, so far",4
